\N	2	1	The "swimsuit area"
\N	2	1	Inquisitive middle schoolers
\N	2	1	A bump on a log
\N	2	1	The gravy dimension
\N	2	1	A skinless horror
\N	2	1	A berserk horse
\N	2	1	Bat country
\N	2	1	A caged madman
\N	2	1	A little sumthin sumthin
\N	2	1	A bereaved wife with nothing to lose
\N	2	1	A yellow suit
\N	2	1	Bizarre funeral rites
\N	2	1	A favorable outcome
\N	2	1	Embalming the family pet early
\N	2	1	A stiff upper lip
\N	2	1	Placing yourself above others
\N	2	1	Going out on a limb
\N	2	1	Doing it RIGHT this time!
\N	2	1	Making sure no one sees
\N	2	1	Smacking your bitch in public
\N	2	1	Turning tricks on the street corner
\N	2	1	Pretending to forget
\N	2	1	Passive-aggressive tendencies
\N	2	1	A withered serpent
\N	2	1	Godless heathens
\N	2	1	Arthouse films about transexuals
\N	2	1	A dragon made of motorcycle
\N	2	1	Getting on top, and staying on top
\N	2	1	Being more trouble than you're worth
\N	2	1	Slow diarrhea
\N	2	1	Laughing along but crying inside
\N	2	1	Feigned sympathy
\N	2	1	Erotic pajamas
\N	2	1	A well-rehearsed lie
\N	2	1	Crotchless panties
\N	2	1	A healthy fantasy life
\N	2	1	A jaundiced view of humanity
\N	2	1	Wanting to be noticed
\N	2	1	A bag of chips
\N	2	1	A perverted unnatural cavern
\N	2	1	A gaggle of nuns
\N	2	1	Giggling schoolgirls with cameras
\N	2	1	Scary men
\N	2	1	Big men
\N	2	1	Tiny men
\N	2	1	Half a man
\N	2	1	The front half
\N	2	1	Drinking palm wine from your enemy's skull
\N	2	1	Wearing a noose to be edgy
\N	2	1	A good soak
\N	2	1	Untameable wildlings
\N	2	1	Putting the "I" back in "team"
\N	2	1	Mistaking a man for a lady
\N	2	1	White-knuckled terror
\N	2	1	A sassy male news reporter
\N	2	1	A pulpy mass
\N	2	1	A frothy elixir
\N	2	1	Foaming pipe snake
\N	2	1	Condom directions
\N	2	1	Cautionary tales
\N	2	1	Bodily functions gone awry
\N	2	1	Pirate booty
\N	2	1	Holding fast to your principles
\N	2	1	Disappointment
\N	2	1	A sugar cougar
\N	2	1	The last breath of a dying man
\N	2	1	The killing of educated adults
\N	2	1	Dropping an upper-decker
\N	2	1	A lie that corrupts the Earth
\N	2	1	Adults eating teenagers alive
\N	2	1	Bellybutton logic
\N	2	1	No record of their death
\N	2	1	A church full of liars
\N	2	1	Laughing and lying
\N	2	1	A half-brain slave
\N	2	1	The stillness of death
\N	2	1	Hatred for children
\N	2	1	Swindling queers
\N	2	1	Mama Hole and Papa Pole
\N	2	1	Pulsating opposite sexes
\N	2	1	Fictitious queer same sex transformation
\N	2	1	The absolute verifiable truth
\N	2	1	A demonic religious lie
\N	2	1	All creation
\N	2	1	Awesome lectures
\N	2	1	A major problem
\N	2	1	Dying evil
\N	2	1	Organizing children to join armies
\N	2	1	Cute lil' child soldiers
\N	2	1	Serving humanity
\N	2	1	The measure of a man
\N	2	1	A man-machine interface
\N	2	1	An ancient insignificant dead Jew
\N	2	1	God in human form
\N	2	1	Not knowing or caring why
\N	2	1	The aliens running government
\N	2	1	The highest intelligence possible
\N	2	1	Death math
\N	2	1	A deceitful word
\N	2	1	Exact science
\N	2	1	Knowing hell
\N	2	1	Snotbrains
\N	2	1	Reduced brain intelligence
\N	2	1	Suggesting a murder
\N	2	1	Word animals
\N	2	1	A giant eraser
\N	2	1	Sex for atheists
\N	2	1	A giant brain with four faces but no limbs
\N	2	1	An entity in death
\N	2	1	Bad math
\N	2	1	Reasonable stereotypes
\N	2	1	Pacifying all religions
\N	2	1	Teaching pseudoscience
\N	2	1	Accepting any crap without opposing thoughts
\N	2	1	A submissive sex android
\N	2	1	The big ol' boys
\N	2	1	The whole sick crew
\N	2	1	A grave error
\N	2	1	A clever bastard
\N	2	1	Family life
\N	2	1	Dirt nap
\N	2	1	Allowing babies to starve while you gorge
\N	2	1	Succumbing to nature
\N	2	1	Having a zero-value existence
\N	2	1	The child-parent relationship
\N	2	1	Secret Jews
\N	2	1	Evil thinking
\N	2	1	False gods
\N	2	1	A better god
\N	2	1	Deserving to be killed
\N	2	1	A debased woman
\N	2	1	A frantic woman
\N	2	1	A strawberry-dumping hussy
\N	2	1	A screaming dog
\N	2	1	Being maimed in foreign lands
\N	2	1	Innocent women and children
\N	2	1	Counting the dead sons
\N	2	1	A cascade of molten lava upon the unsuspecting
\N	2	1	Seeking death
\N	2	1	Invoking a curse
\N	2	1	A tribal village
\N	2	1	Something equivalent
\N	2	1	Compost
\N	2	1	Mom and Dad
\N	2	1	Cow dung ambrosia
\N	2	1	Laying eggs everywhere
\N	2	1	Poisoning a child
\N	2	1	Hiding the elderly
\N	2	1	Adam and Eve
\N	2	1	A nation of damsels
\N	2	1	Good people
\N	2	1	Tunneling around
\N	2	1	A crap-shoot
\N	2	1	Blowing the lid off the present civilization
\N	2	1	80,000 tons of nuclear waste
\N	2	1	The price of HIV
\N	2	1	Exciting lifetime possibilities
\N	2	1	A coming horrific hell
\N	2	1	Ravaging Earth's resources
\N	2	1	Being unfit to even live
\N	2	1	A hollow shell
\N	2	1	The hole where the heart once fit
\N	2	1	A psychiatrist examining my behavior
\N	2	1	Not taking care of your body
\N	2	1	Leaving your friends to die
\N	2	1	Crotch rot
\N	2	1	Swamp ass
\N	2	1	Ball soup
\N	2	1	Puberty cream
\N	2	1	Anal cleansing tablets
\N	2	1	Baby Brussels sprouts and butter
\N	2	1	Having access the prince's own private supply
\N	2	1	Sneaking into the sultan's harem
\N	2	1	Harem pants
\N	2	1	Fly honeys
\N	2	1	Lumbering around
\N	2	1	A bitter draught to swallow
\N	2	1	Not noticing
\N	2	1	Taking a fair amount
\N	2	1	Life-altering injuries
\N	2	1	Besting
\N	2	1	A fatal bee sting on the anus
\N	2	1	Saint Dracula's cathedral
\N	2	1	Tugging too hard
\N	2	1	A pig on top
\N	2	1	A pig in the middle
\N	2	1	Cochise
\N	2	1	A stain of unknown origin
\N	2	1	Gross people
\N	2	1	A muffled yell
\N	2	1	Hiding with your warriors
\N	2	1	Deliberately standing in front of a cannon
\N	2	1	Springing into action
\N	2	1	Spongy flesh
\N	2	1	Mexican forces
\N	2	1	Ailments
\N	2	1	Drawing your knife and slashing your way out of the tent
\N	2	1	An Apache raiding party
\N	2	1	A burned out wasteland
\N	2	1	Being shot as while fleeing
\N	2	1	Retaliatory skirmishes
\N	2	1	The coming race war
\N	2	1	A powerful Chinese man
\N	2	1	Violating the rules of war
\N	2	1	Leaving nothing sacred
\N	2	1	Eskimo settlements
\N	2	1	Your only white friend
\N	2	1	Evading capture
\N	2	1	Taking the secret to your grace
\N	2	1	A hardened native warrior
\N	2	1	Unbridled fury
\N	2	1	The last great American
\N	2	1	Attacking everything in your path
\N	2	1	A real sonuvabitch
\N	2	1	Struggling with a police officer
\N	2	1	A sexually aggressive woman
\N	2	1	Fighting one-on-one
\N	2	1	An all-female gang called the Lizzies
\N	2	1	A mutilated torso
\N	2	1	A deluge of vomit
\N	2	1	All all-black cast
\N	2	1	Being difficult on the set
\N	2	1	A veiny extension
\N	2	1	Vandalism
\N	2	1	A serious scuffle
\N	2	1	Impressing the most neutral observers
\N	2	1	Stylized male violence
\N	2	1	A ghastly folly
\N	2	1	A fresh banana
\N	2	1	Your signature manoeuvre
\N	2	1	Lying on the floor, cheering
\N	2	1	A bloody leotard
\N	2	1	A computer leopard
\N	2	1	A strangler
\N	2	1	Hooking yourself up to a machine you know nothing about
\N	2	1	A leopard
\N	2	1	A cow with haunting moos
\N	2	1	Rumble mode
\N	2	1	A crooked cop
\N	2	1	Going solo
\N	2	1	Satan's mother
\N	2	1	Skirting around the edges
\N	2	1	Wearing the bones of the dead
\N	2	1	Folding inward
\N	2	1	A hop in one's step
\N	2	1	A backseat
\N	2	1	A steady hand job
\N	2	1	Losing wistfully
\N	2	1	Manliness
\N	2	1	A woman scorned
\N	2	1	Retribution
\N	2	1	A humiliated animal
\N	2	1	Pomp
\N	2	1	A radio DJ
\N	2	1	Anger and shock
\N	2	1	Valid reasons
\N	2	1	Well-organized orphans
\N	2	1	A big alert
\N	2	1	The seedy underbelly
