white	n	a flip
white	v	running around slamming doors
white	np	things money can’t buy
white	np	spiders
white	n	a dust cloud
white	nc	sex smell
white	nc	hands-free massage
white	n	a spooky mummy
white	np	curses
white	nc	real, actual witchcraft
white	v	leaving no trace
white	vt	smearing
white	v	hiding some pee
white	v	being attacked by a skeleton
white	n	a protective membrane
white	v	just rockin’ that ass
white	v	being hit by space debris
white	n	the song of my people
white	v	pulling out just in time
white	n	my mom teaching sex ed
white	nc	moisture
white	np	secretions
white	n	my secret place
white	n	a harbor for your unclean thoughts
white	np	inquisitive middle schoolers
white	n	the gravy dimension
white	n	a berserk horse
white	n	a caged madman
white	n	a little sumthin sumthin
white	v	embalming the family pet early
white	n	a stiff upper lip
white	v	doing it RIGHT this time!
white	v	making sure no one sees
white	v	turning tricks on the street corner
white	np	passive-aggressive tendencies
white	np	godless heathens
white	nc	slow diarrhea
white	nc	feigned sympathy
white	np	erotic pajamas
white	n	a well-rehearsed lie
white	np	crotchless panties
white	n	a gaggle of nuns
white	np	giggling schoolgirls with cameras
white	np	scary men
white	n	half a man
white	n	the front half
white	v	wearing a noose to be edgy
white	n	a good soak
white	v	putting the “I” back in “team”
white	v	mistaking a man for a lady
white	n	a sassy male news reporter
white	n	a pulpy mass
white	np	sex toy directions
white	nc	disappointment
white	n	the last breath of a dying man
white	n	the killing of educated adults
white	v	dropping an upper-decker
white	v	adults eating teenagers alive
white	n	no record of their death
white	n	the stillness of death
white	nc	hatred for children
white	npv	swindling queers
white	np	pulsating opposite sexes
white	nc	fictitious queer same sex transformation
white	n	all creation
white	np	awesome lectures
white	n	a major problem
white	ncv	dying evil
white	v	organizing children to join armies
white	v	serving humanity
white	n	the measure of a man
white	n	an ancient insignificant dead Jew
white	v	not knowing or caring why
white	nc	exact science
white	v	knowing hell
white	np	snotbrains
white	nc	reduced brain intelligence
white	v	suggesting a murder
white	np	man animals
white	n	a giant eraser
white	np	tight clothes
white	np	reasonable stereotypes
white	v	accepting any crap without opposing thoughts
white	n	a submissive sex android
white	np	the big ol’ boys
white	n	a grave error
white	v	allowing babies to starve while you gorge
white	v	succumbing to nature
white	v	having a zero-value existence
white	np	secret Jews
white	nc	evil thinking
white	v	deserving to be killed
white	n	a frantic woman
white	n	a screaming dog
white	v	being maimed in foreign lands
white	np	innocent women and children
white	v	seeking death
white	n	something equivalent
white	nc	compost
white	np	Mom and Dad
white	v	laying eggs everywhere
white	v	poisoning a child
white	v	hiding the elderly
white	n	a girl on roller skates
white	np	good people
white	vt	tunneling around
white	np	80,000 tons of nuclear waste
white	n	a coming horrific hell
white	v	being unfit to even live
white	n	a hollow shell
white	n	the hole where the heart once fit
white	v	not taking care of your body
white	v	leaving your friends to die
white	nc	crotch rot
white	nc	swamp ass
white	nc	puberty cream
white	np	anal cleansing tablets
white	v	sneaking into the sultan’s harem
white	np	fly honeys
white	vt	not noticing
white	np	life-altering injuries
white	n	a fatal bee sting on the anus
white	v	tugging too hard
white	n	a pig on top
white	np	gross people
white	n	a muffled yell
white	v	deliberately standing in front of a cannon
white	nc	spongy flesh
white	np	Mexican forces
white	v	being shot at while fleeing
white	n	the coming race war
white	n	a powerful Chinese man
white	np	my many black friends
white	v	evading capture
white	n	the last great American
white	n	a real sonuvabitch
white	v	struggling with a police officer
white	n	a sexually aggressive woman
white	v	fighting one-on-one
white	n	a mutilated torso
white	n	a deluge of vomit
white	v	lying on the floor, cheering
white	n	a newer, sleeker leopard
white	n	a strangler
white	v	hooking yourself up to a machine you know nothing about
white	n	a leopard
white	n	the bad cop
white	n	Satan’s mother
white	v	folding inward
white	n	the back seat
white	n	a real jerk-off
white	v	losing on purpose
white	nc	manliness
white	n	Woman 2.0
white	n	a humiliated animal
white	n	a deep cut
white	np	many people
white	nc	energy
white	nc	almost everyone
white	n	this sentence
white	np	several pictures of me
white	n	my innards
white	n	a quick one
white	n	a perfect vacuum
white	np	setbacks
white	n	nothing good
white	n	a difficult Canadian
white	n	a slip of the tongue
white	nc	motor control
white	nc	attention
white	n	an eyebrow
white	np	muscles
white	n	Michael Jackson and his boa constrictor
white	n	Axl Rose and his big teeth
white	np	body parts of celebrities
white	n	a kiss on the lips
white	nc	torture porn
white	nc	steady pumping
white	nc	rhythmic pounding
white	v	befuddlin’ mah dumb cracka mind
white	np	sharp claws
white	np	slappy little T-Rex arms
white	n	a finely sculpted buttock
white	np	hula hoops
white	n	a madhouse! A madhouse!
white	n	MY SKULL!
white	nc	breastfeeding
white	n	a respected neurosurgeon
white	n	a three room Japanese apartment
white	n	a choreographed anti-drug dance
white	np	sex friends
white	n	a lonely grave
white	n	a well-oiled machine
white	n	Her Majesty, the Queen
white	n	a Russian bride
white	n	a horse’s mouth
white	n	a secret room
white	np	new rules from on high
white	n	a bad landing
white	n	just a coincidence
white	n	my immortal soul
white	np	filthy underpants
white	np	fingertips
white	n	some mysterious jelly
white	n	a cheesy substance
white	v	adopting a Romanian baby
white	n	a protruding vein
white	n	the collar around my neck
white	np	sloppy seconds
white	n	a dead clown on the stairs
white	n	the only thing left
white	n	a festively decorated corpse
white	n	a super-tiny butt hole
white	np	sinister plans
white	np	you sick fucks
white	nc	shame
white	nc	such grace
white	n	the president’s daughter
white	n	the shittier one
white	n	a tuba full of mayonnaise
white	n	a basket of kittens
white	n	this very house
white	n	that bitch
white	n	that jackass
white	n	a cat in a paper bag
white	n	a molecule
white	n	the atom
white	n	a sexual encounter
white	n	a close call
white	n	a coked up hooker
white	n	a male prostitute
white	n	the white man
white	n	Asia
white	n	a broken man
white	nc	racist bullshit
white	np	shenanigans
white	nc	all the beer
white	nc	baseless hatred
white	ncvt	scoring
white	n	a wank
white	n	a beehive
white	n	Schizo Batman
white	n	just a little something to cap off the night
white	v	blocking the exit
white	n	the female form
white	n	a yappy little dog
white	n	my birthday
white	np	sock puppets
white	n	a box for your poop
white	nc	military-themed porn
white	n	a loaded gun
white	n	a heron
white	n	Princess Perfect
white	n	an unexpected finger
white	nc	a fridge full of heads
white	np	pubes
white	n	a determined shark
white	n	a foul odor
white	nc	my musk
white	nc	success
white	n	an ant in my beard
white	n	a Turkish wedding
white	nc	aged beef
white	np	nutters running around with chainsaws
white	np	steers and queers
white	np	hot babes
white	n	a sex-addicted panda
white	n	a Hot Pocket®
white	n	the ’80s
white	n	my latest perversion
white	n	the heart
white	n	a touch
white	np	dudes
white	n	a very old jellybean
white	n	that ass
white	np	legs
white	n	a drop of blood
white	nc	damage
white	n	a sociopath
white	np	killers
white	n	a line
white	np	the ends
white	np	curious bisexuals
white	n	no more joy
white	nc	iodine
white	n	a good thing for the heart
white	np	meaty valves
white	nc	strength
white	np	cannibals
white	np	wings
white	np	high heels
white	n	a greased slope
white	n	a soap bubble
white	n	a trap
white	nc	thunderous applause
white	n	a squeaky-clean bottom
white	v	throwing up in an autistic woman’s lap
white	v	mopping it up with your underpants
white	np	shavings
white	n	an icky bug
white	v	catching one in the bum
white	n	a sleepy kitty
white	np	distended tubes
white	v	breaking a promise
white	n	a promise
white	np	some kids
white	np	kids these days
white	n	a bad chicken
white	np	udders
white	n	an exit wound
white	n	a silent, anonymous encounter
white	n	my return
white	np	the Hell pits
white	n	a mindless animal response
white	n	Grandma’s ghost
white	n	the basement
white	n	a deathbed
white	n	a beginner anal bead
white	n	the whole planet
white	n	a dust bunny
white	n	my salvation
white	n	a thought
white	n	a human
white	n	an accident
white	n	an improvised explosive device
white	n	another leopard
white	n	a motorist
white	np	nine guys you fucked
white	n	an emaciated bovine
white	n	a Christmas tree
white	n	the inside
white	n	a crazed Eskimo
white	np	funds
white	n	a falling tree
white	np	50 years
white	nc	inactivity and poor health
white	nc	control of the English Channel
white	np	sufficient funds
white	nc	favorable terrain
white	v	thinking about dwarves
white	nc	inertia
white	nc	total collapse
white	v	dying in captivity
white	v	being killed in the Spanish civil war
white	n	a stroke
white	n	a felony
white	n	no evidence of any infidelity
white	nc	terminal illness
white	v	joining the Army in a panic
white	np	most people
white	np	casualties
white	n	an ancient Indian burial ground
white	np	19 cannons
white	n	the rifleman’s upper body
white	n	sizzling lard
white	n	a dollar
white	np	ammunition
white	np	the hands of the enemy
white	np	enough mules
white	nc	victory or death
white	nc	the bitter cold
white	np	door hinges, nails and chopped up horseshoes
white	v	neglecting a spike
white	np	no less than sixteen Mexican corpses
white	np	lacerations
white	n	a mushroom
white	nc	freewill
white	np	closet lesbians
white	n	an earthworm
white	n	a cornhole
white	n	imaginary friend, Captain Howdy
white	np	orgies
white	n	a nosedive
white	np	cooties
white	nc	desperate dog sex
white	n	an imitation poop spiral
white	n	a Japanese woman’s underwear
white	n	a period
white	n	a mistake
white	n	a little spurt
white	n	the royal baby
white	nc	weight loss
white	n	a crouton
white	np	60 seconds
white	n	an ankle holster
white	n	a sexy, but stylish full turn
white	nc	water
white	n	an injection
white	n	a syringe
white	n	a dream
white	v	being sterilized
white	v	finding a place to fart
white	np	big pants
white	np	oiled thighs
white	n	a quiet plop
white	n	a total fucking mess
white	n	a pubic tuft
white	np	skin worms
white	n	a milky sweat bead
white	nc	unladylike musculature
white	n	a ripe body
white	n	a creepy dude
white	n	the wrong man
white	n	a homeless man jerking it
white	vt	mounting
white	n	a child leash
white	np	children’s toys
white	n	not a single lion
white	n	a flea
white	np	beef curtains
white	n	a really long nose hair
white	nc	llama spit
white	np	really bad teeth
white	n	my last tooth
white	n	a vigorous grind
white	n	an exploitative sex tape
white	np	cuts on the wall
white	n	a gut
white	nc	skin slack
white	n	a wet burst
white	n	a winking hole
white	n	a kidney in an ice box
white	n	a needle
white	np	those responsible
white	n	an English-speaking Mexican
white	n	Oprah’s smile
white	n	Katy Perry’s kitty, Kitty Purry
white	n	an entire 8th-grader
white	nc	just plain racism
white	n	a slot
white	np	Angelina Jolie’s lips
white	n	original white, straight Barbie
white	n	a bottle of urine
white	nc	gay shit
white	nc	tasteful blackface
white	n	a short muscular rectum
white	n	half a spider
white	np	claws
white	n	a garbage truck
white	n	a censor bar
white	np	fuzzy handcuffs
white	n	a riding crop
white	nc	ointment
white	np	girl problems
white	n	a thick, luscious banana slug
white	n	a shitty, useless planet
white	n	another woman
white	n	a lump in the blanket
white	n	a menacing spike
white	n	a prop gun
white	np	half the people around here
white	n	a secret exit
white	np	booms and flashes
white	nc	all the food
white	nc	gunfire
white	v	snuggling with Ian McKellen
white	v	hoping nothing kills you
white	v	trusting everything the devil says
white	n	a lucky toss
white	v	spiking a pug
white	n	a tightrope
white	n	a weak little person
white	nc	cranberry sauce or juice
white	n	Satan’s latest abomination
white	v	getting too excited
white	nc	freshly squozen poo water
white	n	a bullet hole
white	n	another hole in the head
white	nc	rumpy pumpy
white	n	a leather swing
white	nc	lady business
white	n	a sack of otters
white	n	my bacon strip
white	n	the runs
white	np	kids that gotta go pee
white	nc	snake jizz
white	nc	vole milk
white	n	a fistful of hair
white	nc	raw goose
white	vt	reaching around
white	nc	all the time
white	n	a wet spot
white	n	my fantasy
white	np	ribs
white	nc	money
white	nc	enough lube
white	n	a deadly fall
white	n	a smiling idiot
white	np	each hole, sequentially
white	v	twerking while uncontrollably farting
white	n	the reason this happened
white	nc	donkeydump
white	n	only my index finger
white	np	various fluids
white	nc	all your drama
white	v	foaming, not at the mouth
white	nc	Schadenfreude
white	n	a syringe of Tabasco
white	n	a system of tunnels leading to key locations
white	n	anything on the face of this earth
white	n	a novelty gag dildo
white	n	the tiniest little idea in my pea brain
white	n	a powerful skeleton, William Howard Taft
white	n	a child drowning in a vat of molasses
white	n	Teddy Roosevelt’s giant fossilized face
white	n	a totally wicked bat wing
white	n	a bag of duck vaginas
white	n	a honey bee’s brain
white	v	chewing on cars like a giant titanium allosaurus
white	np	both ends
white	np	hookers in the trunk
white	v	farting while asleep
white	v	giving birth to a prosthetic baby
white	n	a face-hugger
white	v	hotboxing the cat
white	nc	smoky chipotle flavored scuba air
white	n	the white man’s burden
white	nc	barely any swag
white	n	a hot bubbly blast of my innards
white	np	all the leopards
white	n	every pterodactyl
white	nc	almost no air left
white	n	my mouth
white	v	flipping over and spraying into the air
white	n	one of the Baldwin brothers
white	v	being lured into a van
white	n	David Bowie’s mysterious bulge
white	np	edible disguises
white	n	the dark place of eternal stillness
white	n	a way rude hunger
white	v	kissing ass
white	n	an ovipositor
white	v	biking down the Luxor
white	n	a condom with Johnny Depp's face on it
white	n	a protective layer of rubber
white	n	a macabre mixture of milk and blood shooting out of every orifice
white	v	getting HUGE
white	v	working me up into a frenzy
white	np	their own mothers
white	n	a crack in the sky
white	np	divorce papers
white	nc	moistness
white	nc	back surgery
white	n	a comfortable spot
white	v	re-entering the ocean
white	n	a pill for every problem
white	n	what’s inside
white	v	eating trash
white	v	sinking into the mud
white	n	a hand grenade in my cereal
white	np	maggots
white	np	bad words
white	np	things that aren’t fruit
white	n	a rocket with a mouse strapped on
white	nc	bathwater
white	v	brimming with babies
white	np	black market lungs
white	nc	most of my blood
white	nc	most of my money
white	n	a made up racial slur
white	nc	the sloppy, spiritless sex at the end of the orgy
white	n	a robustly satisfying fart
white	np	one thousand scorpions
white	v	following your boner around the room
white	n	my haunted butthole
white	v	dick slapping
white	v	jammin’ a body in the wood chipper
white	v	feeling fat and sassy
white	n	a dusty butthole
white	np	childbirth
black		How high do you have to be to put _{n} on _{n}?
black		I’m late to my meeting for _.
black	1	_{U}! _{U}! My kingdom for _!
black		In future times, the children will work together to build _{n}.
black		I reached expectantly into _{n}, but found only _{n}.
black		Thank you ladies and gentlemen! For my next performance art piece, I will be _.
black		In this story, only the true king can pull the sword out of _{n}.
black		Give a man _{n} and you feed him for a day. Give him _{n}, and you feed him for a lifetime.
black		Happiness: _{U}, _, and _.
black		Men, like _{n}, go farthest when they are _.
black		I want to say one word to you, just one word: _.
black	1	1) A robot may not injure _{n}, or through inaction allow _ to come to harm.
black		Any man who can drive safely while kissing _{n} is simply not giving the kiss the attention it deserves.
black		My house. 8 o’clock. _{U}.
black		When _{n} is ready, _ will appear.
black		Alexander also named a city in India “_{UT}” after his dead horse.
black		Every French soldier carries _{n} in his knapsack.
black		Before you embark on a journey of revenge, consider _.
black		People around the world recognize _{pc} as the unofficial symbol of the USA.
black		At the Pirates of the Caribbean ride they replaced _{n} with _{n}.
black		J. Robert Oppenheimer is often called the father of _.
black		When he reached the New World, Cortés burned _{n}. As a result, his men were well motivated.
black		Ich bin ein _.
black		The 7 deadly sins: lust, gluttony, _, sloth, wrath, _, and pride.
black		I’m having a picnic no one will forget! Bring _{n}.
black		If you're interested in my services, email me at: _{u-}@_{u-}.biz
black		Go, go, Gadget _{T}!
black		My favorite new band is “_{UT} and _{T}”.
black		When the beef came at me it was like _.
black		There is no “I” in “team” but there is an “I” in “_”.
black		Class, turn to page 100 and start reading “_{UT} and You”.
black		For my last meal I want _{n} seasoned lightly with _.
black		After 6 grueling years, Microsoft and I have created _{n}.
black		SWF looking for a real man. If you’re _, get to the front of the line.
black		I refuse to roleplay as anything but _.
black		You’ve got to come see the baby, it’s as cute as _.
black		How embarrassing! I forget I left _{n} in the foyer.
black		The doctor held up my x-ray and I could just make out _{n}.
black		It’s not delivery. It’s _.
black		I surreptitiously crawled into bed, only to find _.
black		At the new Asian-inspired restaurant downtown, the chef will prepare _{n} right at your table.
black		A scandal erupted this week when prime ministers of Australia and Canada were caught with _{n}.
black		Kirkland mom makes $20,000 a week with _.
black		A woman is like a teabag. You can’t tell how strong she is until you put her in _{n}.
black		Science never solves a problem without creating _{n}.
black		This ship’s gonna sink unless we throw _{n} overboard!
black		That’s not funny. My dad was killed by _.
black		Your attempt to get little Susie what’s-her-name drunk on lime vodka ended with _.
black		I met a strange lady, she made me nervous. She took me in and gave me _{n}.
black		The President’s unimaginative campaign slogan: _{vUT}.
black		I thought I was being attacked, so I defended myself with _.
black		If _ were in the Olympics, Canada would be in great shape!
black		Throughout human history, _{v} has been the first activity of explorers of any new region.
black		Music without the sounds of _ is hardly music at all.
black		Everything I need to live on a desert island: _{nU} with _{n}.
black		During routine surgery, the doctors found _{n} embedded in my abdomen.
black		Military scientists in Syria found traces of _ in the soil.
black		Cambodia’s economy is entirely dependent on _.
black		I’m undergoing immersion therapy by continually exposing myself to _{n}.
black		Original style is fine, but chunky kinda tastes like _.
black		Meet me by the modern art installation downtown. You know, it’s _{n} straddled by _{n}.
black		I went to cut the cake, and to my delight, _{n} popped out!
black		More than 260 people were injured by festive firecracker blasts and _ in the Philippines.
black		In New York, a new law went into effect at midnight making it legal to buy _{n} from dispensaries.
black		This is my second kid. My first one came out as _{n}.
black		Driving late at night, I was horrified to find _{n} in the back seat.
black		I dug around for hours in the trash but never found _{n}.
black		_{U} is the only way to say goodbye.
black		There is no revenge so complete as _.
black		Life without love is like _ without _{n} or fruit.
black		Man invented _{n}, so woman invented _{n}.
black		India is launching a rocket to test the effects of micro-gravity on _{n}.
black		When the celestial spheres align, _{n} will descend from the heavens.
black		Aww! My mom packed a terrible lunch: _{nU} and _{n}.
black		In protest, Gandhi swore to abstain from _.
black		I wasn’t always black... there was _{s}, and it got bigger and bigger.
black		I had a really good childhood up until I was nine, then _ really affected me.
black		Work on the Taft bridge ground to a halt, due to the union’s demands for _.
black		The most remarkable thing about my mother is that for 30 years she served my family nothing but _{n}.
black		The best comfort food will always be greens, _{n}, and fried chicken.
black		Jan Sobieski, leading the largest charge of _{pc} in history, rode into battle atop _{s}.
black		_{U} has proven extremely popular among young, urban audiences in focus testing.
black		That’s Captain Rogers the Rancorous of “_{nUT},” the finest ship in the harbor!
black		Nancy Drew and the Mystery of _{T}.
black		McDonald’s combo menu #3: Double Quarter Pounder with Cheese, a large Coke, and a side of _{n}.
black		New extreme Mountain Dew™ flavor: _{UT} Blast!
black		Two best friends and _{n} take a road trip, and discover _{n} along the way.
black		You evaded my “_{UT}” attack! Most impressive.
black		Authorities were tallying damage from _{n} that struck southern California Friday evening.
black		In Brea several people suffered minor injuries during _{n} that overturned their car.
black		USGS seismologist Lucy Jones said the 5.1 quake has a 5% chance of being _{n}.
black		Experts said that based on preliminary data, _{vs} appears to have occurred on the Puente Hills thrust fault.
black		An FBI raid on Michael Eisner’s seaside villa turned up _{n} in every room.
black		Bumper sticker: My other ride is _.
black		Holy dogshit, Texas! Only _{n} and _{n} come from Texas, Private Cowboy!
black		The new hit reality show: Can You Swallow _{Tn}?
black		A BBC team has witnessed the effects of _ on civilians in rebel-held areas of Syria.
black		The terrorists will execute _{n} every 20 minutes until they receive _{n}.
black		I tried to sneak out of the store with _{n} under one arm and _{n} down my pants.
black		The new bill before congress would require _ in all K-through-12 classrooms.
black		My religion demands that I must abstain from _. _{U} however, is OK.
black		Our secret society is dedicated to elucidating the mysteries of _{n} _{v}.
black		It’s important to pack the essentials when camping, such as water, first aid, _, toilet paper, shelter, and _.
black		These wounds were given to me by the beast of legend. Part of it was _, part was _, and it was crowned with _{n}.
black		Early rugby’s rules: carry the ball as _{n}, score points by _{v}, and _{n} shall not be on the field.
black		The thief was caught stealing _{n} from the sultan, and so was thrown into the pit of _.
black		The school district had to pay a lot of hush money to parents after the “_” incident in the science lab.
black	1	... And so my mom asked me, “If all your friends were _, would you be _ as well?”
black		Oh dear God! That was the last of my medication for “_{UT}” syndrome!
black		Squad, circle up. It’s time to talk _.
black		The way to the lost city was perilous, and we soon found ourselves knee deep in _{n}.
black	1	Then God said, “Let there be _”; and there was _. And God saw that _ was good.
black		But of the tree of _ you shall not eat, for in the day you eat of it you shall surely die.
black		The new summer blockbuster for tweens features a girl with _{n} and a strange boy who fights _{n}.
black		But I promised I would get my kids _ for Christmas!
black		After the war, the British government had Alan Turing chemically castrated because he was _.
white	nc	competitive masturbation
white	v	whacking your sausage against the counter
white	n	a small child with no arms on a buttered skateboard
white	np	all white moms
black		I went rafting, saw _ in the river, no big deal.
white	np	landlady bosoms
white	v	circumcising your dad
white	v	being asleep, not dead
white	np	cooter muscles
black		The city condemned our house after finding _{n} in the crawlspace.
white	v	being strung up
white	n	a slut who deserved it
black		Jesus is _.
white	v	floating away in a fucking balloon
white	vt	scissoring
white	n	a vagina-simulating sleeve
white	w	between your legs
white	nc	dope
white	nc	ionizing radiation
white	nc	morphine
white	n	a Ouija board
white	nc	quicksand
white	nc	Roman battlesex
white	np	sudsy bodies
white	n	the tickle zone
white	np	the taxpayers
white	n	a child muzzle
white	np	the savory gels of her lust
white	np	multiple cameras
white	nc	consensual manslaughter
white	np	eels
white	nc	grab-ass
white	nc	kevlar underwear
white	np	love handles
white	n	NAMBLA
white	v	peeing in the sink
white	np	questions. Ceaseless questions
white	n	Tony’s prison baby
white	n	a bulky frame, sturdy legs, and rounded cloven hooves
white	np	females with four teats
white	n	a dense woolly undercoat over the chest
white	np	complex maths
black		Sir, you have a phone call. Something about _?
white	n	a crow in a blender
white	np	ear worms
white	n	a falling chimney
white	np	gases and smoke
white	np	hot naughty bodies
white	n	my Kazakhstani grandma
white	v	letting her in
white	nc	mercury poisoning
white	n	a pack of smokes
white	n	a quickie
white	n	rigid peen
white	nc	stainless steel plating
white	np	thrifty moms
white	n	the working man
white	w	wet like grandma does it
white	np	other things I’ve put in my butt
white	n	another way to kill me
white	n	our own biological child
white	n	not another leopard
white	np	homo hot lips
white	v	crouching silently
white	n	a dictionary for swears
white	np	earwig pincers
white	nc	“forensic evidence” (semen)
white	n	a lamprey infestation
white	np	mostly unused hypodermics
white	n	the reanimated corpse of my neighbor
white	nc	caustic solvent
white	n	a uniquely adapted slave race
white	np	weird legs
white	np	zebras disguised as horses
white	n	a close friend
white	v	making it weird
white	v	explaining things to children
white	nc	truth serum
white	n	an automated turret
white	n	a list of names
white	n	nothing but the truth
white	n	a Japanese vending machine
white	np	ropes
black		I go to Hooters, yeah, but only for _!
white	n	a small chubby
white	v	being carted away
white	np	sharpened teeth
white	n	a suitcase full of guns and money
white	nc	abstinence
white	nc	battery acid
white	nc	insurance
black		During my time in the Navy I was taunted and called Mr. _{vcpUT}.
white	np	the elevator shaft
white	n	a tattered jockstrap
white	np	Pakistani cosmonauts
black		Use the same action as when puffing your cheeks, but the air should pass into _{n} and your cheeks should be relaxed.
black		Parents are upset with the Spider-Man balloons I sold, which has the hole right in _{s}.
white	n	a top hat full of assholes
white	nc	black lace
white	n	a dog boner
black		The sign at the fountain says not to throw _{n} in.
white	n	a coma
white	n	Krampus, the child punisher
white	n	not a bear
white	nc	organic porpoise semen
white	np	spines
white	np	gurgling tar pits
white	np	each of the victims
white	nc	Yakety Sax
black		The first item of evidence in The People vs. _{nUT} is _{n}.
white	n	quiet poots
white	n	my beautiful, transgender father
black		Doctor, you’re a genius! No one has ever thought to use _ to treat _!
black		Help! I can’t find my daughter! She looks like _{n} and is carrying _{n}.
white	nc	black power
black		I couldn't sleep. I'm too anxious about _{v} tomorrow.
white	v	standing in line at Costco
white	n	the egg I hatched from
white	np	grabby hands
white	np	jalapeños
white	n	the king and his family
white	v	lifting off the toilet
white	n	the most humane action
white	vnc	mercy killing
white	n	the next time
white	n	a lovable grandfather
white	nc	prey
white	n	a real butt-toucher
white	nc	Taco Bell®
white	np	furries
white	n	your name
white	vnc	squirting acid
black		When I told my father he shouted, “No daughter of mine is going out with _{n}!”
white	n	a traffic cop
white	nc	tender biting
white	np	googly eyes
white	n	a heroin-caked frying pan locked in a safe
white	nc	mildew, mold, and traces of fungal spores
white	v	removing a uterine tumor with my teeth
white	n	an ineffectual, stubby-armed reach-around
white	npv	wrestling alligators
white	n	a big, red X
white	nc	apocalyptic machinery, just mowing us all down
white	nc	backwash
white	n	a karate chop
white	n	the placenta
white	v	acting like a child
white	v	jerking it
white	n	literally every single thing
white	vt	undressing
white	n	a piece of Lego® in the carpet
white	np	high-voltage wires
white	nc	Russian dressing
white	np	clown genitals
white	nc	cinderblock justice
white	v	lifting his kilt and winking
white	n	a special little fuck
white	n	a bunch of vulvas in my face
white	n	a muscular, naked Santa
white	nc	too much wiggling
black	1	Don't be _{v} alone! Join the _{UT} Club and do it with others.
white	n	the world’s fastest pump
white	n	a carefully contained fart
white	np	bitches on the love throne
white	np	tits like a smoking chimney
white	n	an angry penis for the woman
white	n	an angry buttplug for the man
white	v	caressing my face
black		I don’t give money to the homeless. Instead I provide _ directly.
white	v	rubbing my gland
white	v	being controlled by a child
black		The new self-help fad: Better Living Through _{T}!
black		Can I get some floss? There’s _{n} between my teeth.
white	v	peeing out a crab
black		Since I deserve it, I am going to reward myself with _.
white	nc	uranium
white	v	rolling a golf cart
black		The three techniques of Sumo Wrestling: _{U}, _ and _.
white	nc	female breast tissue
white	nc	illegal porn
white	v	blacking out and making a sex sound
white	n	Christopher Lloyd holding a dog
black		Let _{n} host your next party, providing _ like you’ve never experienced before.
white	n	a tiny bat crawling up your peehole
white	n	a damned soul
white	n	a wiggly meat tube
white	n	a fluid-filled body cavity
black		The transferred sperm cells are kept in _{n}, where they can remain viable for longer periods.
white	n	an elephant with floppy trunk syndrome
white	v	running until you die
white	nc	S&M gear
white	n	a friend
white	np	little traps
white	nc	violent docking, coming in hard
white	np	balls caught in the car window
white	v	assuming complete control
white	n	a deflating balloon
white	np	sinuses
white	nc	birth meat
white	nc	unbearable bitching
white	n	a cage built for an autistic student
white	n	a happy ending at a low price
white	n	a night of gentle flatulence
white	n	a mass of lymphatic tissue
